Geo Point;Geo Shape;ID_REF_ZDL;NOM_LONG;LABEL;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;EXPLOITANT;PRINCIPAL;IDF;X;Y
48.8682387849, 2.22141060398;"{""type"": ""Point"", ""coordinates"": [2.221410603981162, 48.86823878485543]}";44914;SURESNES-LONGCHAMP;Suresnes Longchamp;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;591555.295;129760.681
48.9375098962, 2.35040001803;"{""type"": ""Point"", ""coordinates"": [2.35040001802801, 48.937509896199685]}";44937;THEATRE GERARD PHILIPE;Théâtre Gérard Philipe;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;601016.575;137457.297
48.8462772858, 2.42035081438;"{""type"": ""Point"", ""coordinates"": [2.420350814378168, 48.84627728580804]}";47247;SAINT-MANDE-TOURELLE;Saint-Mandé;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;606152.238;127315.504
48.8471584794, 2.41014036797;"{""type"": ""Point"", ""coordinates"": [2.410140367974107, 48.8471584794021]}";44528;PORTE DE VINCENNES;Porte de Vincennes;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;0;0;0;0;RATP;0;1;605402.773;127412.712
48.8662858046, 2.32294341224;"{""type"": ""Point"", ""coordinates"": [2.322943412243542, 48.866285804583875]}";45676;CONCORDE;Concorde;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;599003.69;129537.132
48.8828686476, 2.34413063372;"{""type"": ""Point"", ""coordinates"": [2.344130633722553, 48.88286864756839]}";42210;ANVERS;Anvers;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;600557.871;131381.096
48.8247670255, 2.26053991367;"{""type"": ""Point"", ""coordinates"": [2.260539913667206, 48.824767025514404]}";43420;JACQUES-HENRI LARTIGUE;Jacques-Henri Lartigue;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;594420.914;124922.948
48.9078125468, 2.45435282652;"{""type"": ""Point"", ""coordinates"": [2.454352826517924, 48.90781254678193]}";47334;JEAN ROSTAND;Jean Rostand;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;608637.072;134161.581
48.8930946286, 2.48791098763;"{""type"": ""Point"", ""coordinates"": [2.487910987625008, 48.8930946286382]}";44603;LA REMISE A JORELLE;La Remise à Jorelle;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SNCF;0;1;611100.214;132529.331
48.8574714089, 2.22060356003;"{""type"": ""Point"", ""coordinates"": [2.220603560028727, 48.85747140891035]}";47370;LES COTEAUX;Les Coteaux;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;591494.243;128563.435
48.9024441906, 2.51169930327;"{""type"": ""Point"", ""coordinates"": [2.51169930327069, 48.902444190569966]}";46521;LES PAVILLONS-SOUS-BOIS;Les Pavillons-sous-Bois;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SNCF;0;1;612842.034;133572.772
48.9069318321, 2.43862449586;"{""type"": ""Point"", ""coordinates"": [2.43862449586348, 48.90693183212792]}";43805;LIBERATION;Libération;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;607484.293;134061.969
48.8191743291, 2.23859833779;"{""type"": ""Point"", ""coordinates"": [2.238598337792144, 48.819174329133155]}";44137;MEUDON-SUR-SEINE;Meudon-Sur-Seine;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;592809.065;124302.903
48.9047032038, 2.46997154361;"{""type"": ""Point"", ""coordinates"": [2.469971543614439, 48.90470320377428]}";44471;PONT DE BONDY;Pont de Bondy;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;609782.558;133817.726
48.8195005096, 2.34580358025;"{""type"": ""Point"", ""coordinates"": [2.34580358024881, 48.81950050955123]}";44892;STADE CHARLETY (PORTE DE GENTILLY);Stade Charléty;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;600681.385;124334.526
48.8822269008, 2.32127492677;"{""type"": ""Point"", ""coordinates"": [2.321274926766349, 48.88222690081934]}";44662;ROME;Rome;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;598881.655;131309.816
48.8804494561, 2.30945116799;"{""type"": ""Point"", ""coordinates"": [2.309451167991542, 48.8804494561385]}";44146;MONCEAU;Monceau;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;598014.436;131112.406
48.862949833, 2.387434951;"{""type"": ""Point"", ""coordinates"": [2.387434950999083, 48.862949833042585]}";44310;PERE LACHAISE;Père Lachaise;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;603735.223;129167.346
48.8738067339, 2.32699985888;"{""type"": ""Point"", ""coordinates"": [2.326999858880872, 48.87380673386256]}";58718;HAVRE-CAUMARTIN;Havre-Caumartin;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;599301.394;130373.419
48.8828919175, 2.30905226455;"{""type"": ""Point"", ""coordinates"": [2.309052264550479, 48.88289191745413]}";59370;MALESHERBES;Malesherbes;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;597985.28;131384.02
48.8887060198, 2.28808363305;"{""type"": ""Point"", ""coordinates"": [2.288083633048504, 48.88870601977514]}";51613;LOUISE MICHEL;Louise Michel;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;596447.895;132031.328
48.8837344657, 2.34963614827;"{""type"": ""Point"", ""coordinates"": [2.349636148269586, 48.88373446574697]}";42280;BARBES-ROCHECHOUART;Barbès-Rochechouart;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;600961.621;131477.431
48.8623162796, 2.34567382821;"{""type"": ""Point"", ""coordinates"": [2.345673828211428, 48.8623162795949]}";417675;LES HALLES;Les Halles;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;600671.31;129095.671
48.853718934, 2.33377613822;"{""type"": ""Point"", ""coordinates"": [2.333776138218468, 48.853718934000206]}";44799;SAINT-GERMAIN-DES-PRES;Saint-Germain-des-Près;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;599798.35;128139.602
48.8422184136, 2.32900892624;"{""type"": ""Point"", ""coordinates"": [2.329008926235403, 48.84221841361352]}";44997;VAVIN;Vavin;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;599448.39;126860.759
48.8311126604, 2.32970501262;"{""type"": ""Point"", ""coordinates"": [2.329705012620185, 48.831112660375325]}";44183;MOUTON-DUVERNET;Mouton-Duvernet;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;599499.362;125625.786
48.8833623419, 2.23378168065;"{""type"": ""Point"", ""coordinates"": [2.233781680648771, 48.883362341852425]}";43184;PUTEAUX;PUTEAUX;Train / Tramway;1;1;0;0;1;0;0;0;0;0;0;0;0;0;RATP/SNCF;0;1;592465.137;131441.112
48.9016550655, 2.21515587303;"{""type"": ""Point"", ""coordinates"": [2.215155873034586, 48.90165506548669]}";43170;NANTERRE-UNIVERSITE;NANTERRE-UNIVERSITÉ;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;RATP/SNCF;1;1;591102.453;133477.303
48.9056639491, 2.28357280996;"{""type"": ""Point"", ""coordinates"": [2.283572809957205, 48.90566394912076]}";43069;ASNIERES;ASNIÈRES;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;596118.453;133917.283
49.01004496, 2.57064006889;"{""type"": ""Point"", ""coordinates"": [2.570640068890432, 49.01004496004053]}";52244;STATION PX;Parc PX;Navette;0;0;0;0;0;1;1;0;0;0;0;0;0;0;AEROSAT;0;1;617125.818;145549.64
48.8760012917, 2.22595909514;"{""type"": ""Point"", ""coordinates"": [2.225959095140877, 48.87600129170041]}";42315;BELVEDERE;Belvédère;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;591890.243;130623.374
48.9227111893, 2.40662275371;"{""type"": ""Point"", ""coordinates"": [2.406622753709041, 48.92271118925899]}";46115;DANTON;Danton;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;605136.851;135813.967
48.8298263791, 2.29566198307;"{""type"": ""Point"", ""coordinates"": [2.295661983069471, 48.8298263790818]}";43285;GEORGES BRASSENS;Georges Brassens;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;597000.024;125483.541
48.926640202, 2.51910376383;"{""type"": ""Point"", ""coordinates"": [2.519103763829303, 48.92664020200147]}";47933;FREINVILLE-SEVRAN;Freinville-Sevran;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SNCF;0;1;613378.346;136264.648
48.9158378929, 2.42500989427;"{""type"": ""Point"", ""coordinates"": [2.425009894274451, 48.915837892883054]}";43373;HOPITAL AVICENNE;Hôpital Avicenne;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;606485.146;135051.067
48.8554850495, 2.27010913895;"{""type"": ""Point"", ""coordinates"": [2.270109138954491, 48.855485049505155]}";44594;RANELAGH;Ranelagh;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;595126.554;128338.144
48.8729681408, 2.33325709179;"{""type"": ""Point"", ""coordinates"": [2.333257091791215, 48.872968140811295]}";42589;CHAUSSEE D'ANTIN (LA FAYETTE);Chaussée d'Antin-La Fayette;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;599760.368;130280.129
48.8610192599, 2.37473343128;"{""type"": ""Point"", ""coordinates"": [2.37473343128132, 48.86101925991959]}";45205;SAINT-AMBROISE;St-Ambroise;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;602803.448;128952.113
48.8527251193, 2.40608916324;"{""type"": ""Point"", ""coordinates"": [2.40608916324169, 48.8527251192776]}";44072;MARAICHERS;Maraîchers;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;605104.883;128031.445
48.8535409987, 2.41060653669;"{""type"": ""Point"", ""coordinates"": [2.41060653669226, 48.85354099865892]}";44520;PORTE DE MONTREUIL;Porte de Montreuil;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;0;0;0;0;RATP;0;1;605436.293;128122.486
48.8420053473, 2.23888732852;"{""type"": ""Point"", ""coordinates"": [2.238887328515537, 48.842005347298226]}";42380;BOULOGNE-JEAN JAURES;Boulogne-Jean Jaurès;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;592833.589;126841.696
48.8510502823, 2.34427334542;"{""type"": ""Point"", ""coordinates"": [2.344273345421351, 48.851050282314304]}";42674;CLUNY-LA-SORBONNE;Cluny La Sorbonne;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;600568.679;127842.872
48.8754744576, 2.39886759934;"{""type"": ""Point"", ""coordinates"": [2.398867599341846, 48.87547445759211]}";44923;TELEGRAPHE;Télégraphe;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;604572.868;130560.724
48.8768063892, 2.39305609332;"{""type"": ""Point"", ""coordinates"": [2.393056093323958, 48.87680638921981]}";44396;PLACE DES FETES;Place des Fêtes;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;604146.488;130708.499
48.875111816, 2.38941502932;"{""type"": ""Point"", ""coordinates"": [2.389415029319366, 48.87511181604282]}";43483;JOURDAIN;Jourdain;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;603879.557;130519.867
48.8241050307, 2.27304152378;"{""type"": ""Point"", ""coordinates"": [2.273041523780413, 48.82410503068069]}";44050;MAIRIE D'ISSY;Mairie d'Issy;Metro;0;0;0;1;0;0;0;0;0;0;M12;0;0;0;RATP;0;1;595338.769;124848.48
48.8763179623, 2.3325430273;"{""type"": ""Point"", ""coordinates"": [2.332543027297523, 48.87631796226447]}";45170;TRINITE-D'ESTIENNE D'ORVES;Trinité d'Estienne d'Orves;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;599708.011;130652.634
48.8824426909, 2.3370851365;"{""type"": ""Point"", ""coordinates"": [2.337085136498658, 48.88244269088155]}";44345;PIGALLE;Pigalle;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;600041.166;131333.7
48.884594208, 2.33794977706;"{""type"": ""Point"", ""coordinates"": [2.337949777055663, 48.88459420803534]}";42155;ABBESSES;Abbesses;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;600104.575;131572.951
48.8924395905, 2.34465700413;"{""type"": ""Point"", ""coordinates"": [2.34465700412862, 48.892439590482105]}";43489;JULES JOFFRIN;Jules Joffrin;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;600596.366;132445.395
48.8905871866, 2.32017475579;"{""type"": ""Point"", ""coordinates"": [2.320174755787804, 48.89058718660406]}";45487;BROCHANT;Brochant;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;598801.177;132239.503
48.8468548549, 2.31663467111;"{""type"": ""Point"", ""coordinates"": [2.316634671114557, 48.84685485485274]}";42874;DUROC;Duroc;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;598540.279;127376.499
48.8568713792, 2.31505663732;"{""type"": ""Point"", ""coordinates"": [2.315056637317088, 48.85687137924918]}";45131;VARENNE;Varenne;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;598424.789;128490.375
48.8834300138, 2.32722833572;"{""type"": ""Point"", ""coordinates"": [2.327228335720636, 48.8834300138257]}";44372;PLACE DE CLICHY;Place de Clichy;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;599318.292;131443.533
48.8871839469, 2.32577967481;"{""type"": ""Point"", ""coordinates"": [2.325779674806892, 48.88718394686578]}";43548;LA FOURCHE;La Fourche;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;599212.112;131860.986
48.8721014421, 2.40451494238;"{""type"": ""Point"", ""coordinates"": [2.404514942379104, 48.872101442131545]}";44864;SAINT-FARGEAU;Saint-Fargeau;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;604987.433;130186.0
48.878514114, 2.38161451329;"{""type"": ""Point"", ""coordinates"": [2.381614513292405, 48.878514114030864]}";45609;BUTTES-CHAUMONT;Buttes-Chaumont;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;603307.166;130897.832
48.8752082655, 2.63759072126;"{""type"": ""Point"", ""coordinates"": [2.637590721258016, 48.875208265467094]}";43211;VAIRES-TORCY;VAIRES-TORCY;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;622083.087;130573.268
48.7707789162, 2.6902527822;"{""type"": ""Point"", ""coordinates"": [2.690252782201096, 48.7707789161603]}";46572;OZOIR-LA-FERRIERE;OZOIR-LA-FERRIÈRE;RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;626000.273;118977.569
48.7464523207, 2.72722937143;"{""type"": ""Point"", ""coordinates"": [2.727229371429766, 48.746452320704556]}";43131;GRETZ-ARMAINVILLIERS;GRETZ-ARMAINVILLIERS;RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;628732.189;116285.886
48.7394872073, 2.75882454867;"{""type"": ""Point"", ""coordinates"": [2.758824548674894, 48.73948720730179]}";43208;TOURNAN;TOURNAN;Train / RER;1;1;1;0;0;0;0;RER_E;0;RER_E;0;0;0;0;SNCF;1;1;631060.0;115523.9
48.9602264907, 2.95006038275;"{""type"": ""Point"", ""coordinates"": [2.950060382752808, 48.960226490735955]}";47962;TRILPORT;TRILPORT;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;644925.349;140166.08
48.8826810449, 2.85431592783;"{""type"": ""Point"", ""coordinates"": [2.854315927832516, 48.882681044872704]}";47327;COUILLY-SAINT-GERMAIN-QUINCY;COUILLY-ST-GERMAIN-QUINCY;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;637973.904;131490.581
48.8137984812, 3.04293826741;"{""type"": ""Point"", ""coordinates"": [3.042938267407244, 48.81379848122762]}";47943;MOUROUX;MOUROUX;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;651878.6;123943.5
48.8085020653, 3.08034301057;"{""type"": ""Point"", ""coordinates"": [3.080343010570905, 48.80850206529479]}";43117;COULOMMIERS;COULOMMIERS;Train;1;1;0;0;0;0;0;TRAIN_P;TRAIN_P;0;0;0;0;0;SNCF;1;1;654631.3;123381.0
48.8349477223, 2.36812632906;"{""type"": ""Point"", ""coordinates"": [2.368126329061812, 48.83494772234805]}";45267;CHEVALERET;Chevaleret;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;602319.877;126052.714
48.8297905137, 2.35041487065;"{""type"": ""Point"", ""coordinates"": [2.350414870648404, 48.829790513685566]}";45274;CORVISART;Corvisart;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;601019.797;125478.835
48.8758906819, 2.34412603046;"{""type"": ""Point"", ""coordinates"": [2.344126030464426, 48.87589068189371]}";42414;CADET;Cadet;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;600557.607;130605.141
48.8748743434, 2.34019988439;"{""type"": ""Point"", ""coordinates"": [2.34019988438517, 48.87487434337737]}";43656;LE PELETIER;Le Peletier;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;600269.634;130492.102
48.8585538273, 2.34223275799;"{""type"": ""Point"", ""coordinates"": [2.342232757993842, 48.85855382725849]}";44491;PONT-NEUF (LA MONNAIE);Pont-Neuf;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;600418.872;128677.258
48.8535754734, 2.35716256888;"{""type"": ""Point"", ""coordinates"": [2.357162568881776, 48.85357547338822]}";44487;PONT-MARIE (CITE DES ARTS);Pont-Marie;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;601514.484;128123.854
48.8428668307, 2.35222472818;"{""type"": ""Point"", ""coordinates"": [2.352224728183084, 48.84286683068266]}";44435;PLACE MONGE (JARDIN DES PLANTES);Place Monge;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;601152.377;126932.957
48.8264260109, 2.35724565076;"{""type"": ""Point"", ""coordinates"": [2.357245650758686, 48.826426010875664]}";58740;TOLBIAC;Tolbiac;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;601521.391;125104.815
48.8700997328, 2.32516410954;"{""type"": ""Point"", ""coordinates"": [2.325164109535879, 48.87009973284847]}";43898;MADELEINE;Madeleine;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;599166.673;129961.217
48.8706776818, 2.33235463926;"{""type"": ""Point"", ""coordinates"": [2.33235463926327, 48.870677681844235]}";42237;OPERA;Opéra;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;599694.155;130025.431
48.8444086721, 2.39007511282;"{""type"": ""Point"", ""coordinates"": [2.39007511282003, 48.844408672078906]}";44160;MONTGALLET;Montgallet;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;603930.377;127105.69
48.837117007, 2.40233316592;"{""type"": ""Point"", ""coordinates"": [2.402333165917444, 48.83711700699553]}";44140;MICHEL BIZOT;Michel Bizot;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;604830.761;126295.564
48.8321105601, 2.23863934858;"{""type"": ""Point"", ""coordinates"": [2.238639348575401, 48.832110560110216]}";42334;BILLANCOURT;Billancourt;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;592813.953;125741.415
48.4273625842, 2.1452465929;"{""type"": ""Point"", ""coordinates"": [2.145246592903116, 48.42736258418355]}";47115;SAINT-MARTIN-D'ETAMPES;ST-MARTIN-D'ÉTAMPES;RER;1;0;1;0;0;0;0;RER_C;0;RER_C;0;0;0;0;SNCF;1;1;585843.192;80745.826
48.6055558264, 2.46245649414;"{""type"": ""Point"", ""coordinates"": [2.462456494136039, 48.60555582638452]}";45759;ESSONNES-ROBINSON;ESSONNES ROBINSON;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;609287.157;100551.312
48.5738077936, 2.4794691696;"{""type"": ""Point"", ""coordinates"": [2.479469169601778, 48.57380779355899]}";45820;LE PLESSIS-CHENET;LE PLESSIS-CHENET;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;610548.5;97023.1
48.5661178207, 2.49271300288;"{""type"": ""Point"", ""coordinates"": [2.492713002881577, 48.5661178207362]}";45824;COUDRAY-MONTCEAUX;LE COUDRAY-MONTCEAUX;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;611527.6;96169.9
48.3416635464, 2.37881544464;"{""type"": ""Point"", ""coordinates"": [2.378815444640189, 48.34166354642523]}";43092;BOIGNEVILLE;BOIGNEVILLE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;603135.2;71198.5
48.5356206226, 1.99590199036;"{""type"": ""Point"", ""coordinates"": [1.995901990362833, 48.535620622584574]}";47095;DOURDAN-LA-FORET;DOURDAN-LA-FORÊT;Train / RER;1;1;1;0;0;0;0;RER_C;0;RER_C;0;0;0;0;SNCF;1;1;574844.467;92823.516
48.8104024635, 1.76505675794;"{""type"": ""Point"", ""coordinates"": [1.765056757940473, 48.81040246347339]}";47903;GARANCIERES-LA QUEUE;GARANCIÈRES LA QUEUE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;558028.667;123482.151
49.0387620448, 1.58153210234;"{""type"": ""Point"", ""coordinates"": [1.581532102335019, 49.0387620447533]}";46984;BONNIERES;BONNIÈRES;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;544804.747;148993.454
48.9748208646, 2.04908312149;"{""type"": ""Point"", ""coordinates"": [2.049083121493801, 48.97482086455293]}";47916;ANDRESY;ANDRÉSY;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;578958.663;141646.423
48.9706650465, 2.07773176596;"{""type"": ""Point"", ""coordinates"": [2.07773176596331, 48.97066504653474]}";47908;ACHERES-VILLE;ACHERES VILLE;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;581054.22;141176.681
49.0353113094, 2.21024652104;"{""type"": ""Point"", ""coordinates"": [2.210246521043383, 49.03531130942031]}";43090;BESSANCOURT;BESSANCOURT;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;590767.522;148340.545
49.0580478163, 2.19124476186;"{""type"": ""Point"", ""coordinates"": [2.191244761857998, 49.05804781628029]}";47582;MERY-VAL D'OISE;MÉRY VAL D'OISE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;589383.126;150871.369
48.9727491189, 2.30713703345;"{""type"": ""Point"", ""coordinates"": [2.307137033449419, 48.97274911886798]}";43075;ENGHIEN-LES-BAINS;ENGHIEN-LES-BAINS;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;597848.773;141376.247
48.2295499402, 2.7039360516;"{""type"": ""Point"", ""coordinates"": [2.703936051600071, 48.229549940151806]}";47119;BAGNEUX-SUR-LOING;BAGNEUX-SUR-LOING;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;627299.558;58796.516
48.8007184639, 2.17138981412;"{""type"": ""Point"", ""coordinates"": [2.171389814117752, 48.80071846387299]}";46688;VIROFLAY RG;Viroflay Rive Gauche;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF/RATP;0;1;587869.283;122259.246
48.8677920986, 2.05076784532;"{""type"": ""Point"", ""coordinates"": [2.050767845317349, 48.86779209857871]}";47954;SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;ST-NOM-LA-BRETÈCHE FORÊT DE MARLY;Train;1;1;0;0;0;0;0;TRAIN_L;TRAIN_L;0;0;0;0;0;SNCF;1;1;579036.793;129744.387
48.8319161843, 1.94440175262;"{""type"": ""Point"", ""coordinates"": [1.944401752618381, 48.831916184270455]}";47885;PLAISIR-GRIGNON;PLAISIR-GRIGNON;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;571212.99;125790.173
48.513754591, 3.25003498258;"{""type"": ""Point"", ""coordinates"": [3.250034982583049, 48.51375459097529]}";47914;LONGUEVILLE;LONGUEVILLE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;667491.569;90744.336
48.5297469168, 2.57207366546;"{""type"": ""Point"", ""coordinates"": [2.572073665459209, 48.529746916787104]}";45763;BOISSISE-LE-ROI;BOISSISE-LE-ROI;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;617397.563;92140.619
48.5102651753, 2.67897398269;"{""type"": ""Point"", ""coordinates"": [2.678973982691401, 48.510265175268025]}";45804;LIVRY-SUR-SEINE;LIVRY-SUR-SEINE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;625303.035;90004.5
48.4870763952, 2.69503731381;"{""type"": ""Point"", ""coordinates"": [2.695037313814469, 48.4870763952446]}";43107;CHARTRETTES;CHARTRETTES;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;626502.195;87431.382
48.4163770339, 2.72666153308;"{""type"": ""Point"", ""coordinates"": [2.726661533076995, 48.41637703390627]}";47911;FONTAINEBLEAU-AVON;FONTAINEBLEAU-AVON;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;628880.605;79581.051
48.8208733549, 2.35093287781;"{""type"": ""Point"", ""coordinates"": [2.350932877814519, 48.8208733549398]}";44550;POTERNE DES PEUPLIERS;Poterne des Peupliers;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;601058.011;124487.247
48.8608062913, 2.34110859163;"{""type"": ""Point"", ""coordinates"": [2.341108591634067, 48.8608062912721]}";44645;LOUVRE-RIVOLI;Louvre-Rivoli;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;600336.373;128927.728
48.8720238095, 2.30056045125;"{""type"": ""Point"", ""coordinates"": [2.300560451248797, 48.87202380950043]}";43283;GEORGE V;George V;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;597361.92;130175.74
48.8755940499, 2.28932258961;"{""type"": ""Point"", ""coordinates"": [2.289322589613774, 48.87559404986667]}";42213;ARGENTINE;Argentine;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;596537.826;130573.211
48.8690911629, 2.38054258599;"{""type"": ""Point"", ""coordinates"": [2.380542585989343, 48.86909116292499]}";42772;COURONNES;Couronnes;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;603229.151;129849.947
