Geo Point;Geo Shape;ID_REF_ZDL;NOM_LONG;LABEL;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;EXPLOITANT;PRINCIPAL;IDF;X;Y
48.8539426062, 2.28933453278;"{""type"": ""Point"", ""coordinates"": [2.289334532778807, 48.85394260621378]}";45340;BIR-HAKEIM (GRENELLE);Bir-Hakeim;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;596537.18;128165.555
48.9207859691, 2.4105986151;"{""type"": ""Point"", ""coordinates"": [2.410598615104874, 48.920785969056176]}";42151;LA COURNEUVE 8 MAI 1945;La Courneuve 8 mai 1945;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;M7;0;0;0;RATP;0;1;605428.41;135600.16
48.8948364675, 2.38252234343;"{""type"": ""Point"", ""coordinates"": [2.38252234342603, 48.894836467502465]}";45598;CORENTIN CARIOU;Corentin Cariou;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;603372.655;132712.93
48.8907889695, 2.3773157556;"{""type"": ""Point"", ""coordinates"": [2.377315755595574, 48.89078896952844]}";42780;CRIMEE;Crimée;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;602991.145;132262.625
48.8882676206, 2.37420401608;"{""type"": ""Point"", ""coordinates"": [2.374204016083614, 48.88826762058894]}";44643;RIQUET;Riquet;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;602763.11;131982.13
48.8512376071, 2.36198522639;"{""type"": ""Point"", ""coordinates"": [2.361985226391106, 48.85123760709243]}";44911;SULLY-MORLAND;Sully-Morland;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;601868.464;127863.99
48.8190515147, 2.36012974202;"{""type"": ""Point"", ""coordinates"": [2.360129742015262, 48.81905151465142]}";44506;PORTE D'ITALIE;Porte d'Italie;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;0;0;0;0;RATP;0;1;601733.397;124284.827
48.8046881209, 2.3639531966;"{""type"": ""Point"", ""coordinates"": [2.363953196602166, 48.804688120911365]}";47826;VILLEJUIF-LEO LAGRANGE;Villejuif-Léo Lagrange;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;602014.734;122687.701
48.8410940563, 2.2879457665;"{""type"": ""Point"", ""coordinates"": [2.287945766499665, 48.8410940563496]}";42370;BOUCICAUT;Boucicaut;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;596434.341;126736.853
48.8260549992, 2.40674222317;"{""type"": ""Point"", ""coordinates"": [2.406742223173149, 48.82605499923243]}";43811;LIBERTE;Liberté;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;605155.55;125065.753
48.814803007, 2.42237614285;"{""type"": ""Point"", ""coordinates"": [2.422376142845623, 48.814803007000464]}";42889;ECOLE VETERINAIRE DE MAISONS-ALFORT;École Vétérinaire de Maisons-Alfort;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;606304.847;123815.711
48.8091443609, 2.43450989593;"{""type"": ""Point"", ""coordinates"": [2.434509895933692, 48.809144360936045]}";44066;MAISONS-ALFORT-STADE;Maisons-Alfort-Stade;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;607196.751;123187.552
48.8379612135, 2.25712222985;"{""type"": ""Point"", ""coordinates"": [2.257122229845438, 48.83796121353705]}";44524;PORTE DE SAINT-CLOUD;Porte de St-Cloud;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;594171.528;126390.409
48.8429386959, 2.26003290221;"{""type"": ""Point"", ""coordinates"": [2.260032902212424, 48.84293869586254]}";42977;EXELMANS;Exelmans;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;594385.749;126943.686
48.8525040906, 2.26817674944;"{""type"": ""Point"", ""coordinates"": [2.26817674943596, 48.85250409061289]}";43423;JASMIN;Jasmin;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;594984.455;128006.787
48.5645970274, 2.17097626776;"{""type"": ""Point"", ""coordinates"": [2.170976267755444, 48.56459702737642]}";43099;BREUILLET-VILLAGE;BREUILLET-VILLAGE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;587781.041;96002.278
48.5926277422, 2.46180638748;"{""type"": ""Point"", ""coordinates"": [2.461806387476935, 48.59262774217932]}";47904;VILLABE;VILLABÉ;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;609241.6;99113.6
48.6810166137, 2.53313066339;"{""type"": ""Point"", ""coordinates"": [2.533130663386568, 48.68101661367097]}";47924;BOUSSY-SAINT-ANTOINE;BOUSSY-ST-ANTOINE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;614477.333;108953.82
48.6930965903, 1.85659206531;"{""type"": ""Point"", ""coordinates"": [1.856592065306803, 48.693096590317424]}";43235;LE PERRAY;LE PERRAY;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;564668.168;110390.941
48.702751043, 2.07124284766;"{""type"": ""Point"", ""coordinates"": [2.071242847663397, 48.702751042987245]}";47889;SAINT-REMY-LES-CHEVREUSE;ST-RÉMY-LÈS-CHEVREUSE;RER;1;0;1;0;0;0;0;RER_B;0;RER_B;0;0;0;0;RATP;1;1;580474.075;111386.296
48.7960253678, 1.60270169299;"{""type"": ""Point"", ""coordinates"": [1.602701692990599, 48.79602536780062]}";47935;HOUDAN;HOUDAN;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;546089.145;121986.838
48.9836545075, 1.71521098645;"{""type"": ""Point"", ""coordinates"": [1.715210986447546, 48.983654507541004]}";46965;MANTES-STATION;MANTES STATION;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;554526.847;142776.288
48.9829797632, 1.80890782598;"{""type"": ""Point"", ""coordinates"": [1.808907825980358, 48.98297976317851]}";43129;GARGENVILLE;GARGENVILLE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;561383.777;142648.907
49.0057625368, 1.90178197858;"{""type"": ""Point"", ""coordinates"": [1.901781978581045, 49.005762536816036]}";46897;MEULAN-HARDRICOURT;MEULAN-HARDRICOURT;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;568195.8;145138.853
49.0067002768, 1.91923711175;"{""type"": ""Point"", ""coordinates"": [1.919237111750073, 49.00670027684255]}";46902;THUN-LE-PARADIS;THUN LE PARADIS;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;569473.325;145235.898
48.981071911, 2.00593089169;"{""type"": ""Point"", ""coordinates"": [2.005930891685298, 48.98107191097617]}";46926;TRIEL-SUR-SEINE;TRIEL-SUR-SEINE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;575802.88;142354.512
48.9870565461, 2.05978782668;"{""type"": ""Point"", ""coordinates"": [2.059787826679282, 48.98705654608489]}";43160;MAURECOURT;MAURECOURT;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;579747.274;143004.09
48.9705199221, 2.26392495979;"{""type"": ""Point"", ""coordinates"": [2.263924959788352, 48.97051992210463]}";43189;SANNOIS;SANNOIS;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;594685.159;141130.507
48.9850047013, 2.25747415588;"{""type"": ""Point"", ""coordinates"": [2.257474155884095, 48.98500470125069]}";43105;CERNAY;CERNAY;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;594214.6;142741.7
49.0191367416, 2.15466347741;"{""type"": ""Point"", ""coordinates"": [2.154663477409182, 49.01913674158275]}";43180;PIERRELAYE;PIERRELAYE;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;586699.312;146550.251
49.0155849728, 2.24247911127;"{""type"": ""Point"", ""coordinates"": [2.242479111269844, 49.015584972779266]}";48964;SAINT-LEU-LA-FORET;ST-LEU-LA-FORÊT;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;593121.408;146143.509
48.9663265448, 2.31658207116;"{""type"": ""Point"", ""coordinates"": [2.3165820711557, 48.966326544842126]}";46470;LA BARRE-ORMESSON;LA BARRE ORMESSON;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;598540.012;140661.825
49.0364639798, 2.07953494138;"{""type"": ""Point"", ""coordinates"": [2.079534941380853, 49.03646397983671]}";44559;CERGY-PREFECTURE;CERGY PREFECTURE;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;581211.213;148493.069
48.7591889859, 2.19213580582;"{""type"": ""Point"", ""coordinates"": [2.192135805819485, 48.75918898587204]}";43215;VAUBOYEN;VAUBOYEN;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;589384.405;117638.007
48.7987076352, 2.07184700048;"{""type"": ""Point"", ""coordinates"": [2.071847000484296, 48.79870763524606]}";46990;SAINT-CYR;ST-CYR;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;580556.129;122056.544
48.7873902392, 2.04462198988;"{""type"": ""Point"", ""coordinates"": [2.04462198987871, 48.7873902392018]}";43249;SAINT-QUENTIN-EN-YVELINES;ST-QUENTIN-EN-YVELINES;Train / RER;1;1;1;0;0;0;0;RER_C;0;RER_C;0;0;0;0;SNCF;1;1;578551.229;120805.45
48.7434839859, 1.92103660004;"{""type"": ""Point"", ""coordinates"": [1.921036600039739, 48.74348398592533]}";47932;COIGNIERES;COIGNIÈRES;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;569443.368;115965.789
48.9093053742, 1.85722754126;"{""type"": ""Point"", ""coordinates"": [1.857227541259662, 48.90930537420259]}";46886;MAULE;MAULE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;564868.105;134432.772
48.9387192355, 1.84051703249;"{""type"": ""Point"", ""coordinates"": [1.840517032488014, 48.93871923546379]}";47944;NEZEL-AULNAY;NÉZEL AULNAY;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;563664.803;137711.478
48.3823580058, 2.81595676708;"{""type"": ""Point"", ""coordinates"": [2.815956767081606, 48.38235800575609]}";47953;SAINT-MAMMES;ST-MAMMÈS;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;635514.811;75836.185
48.9633441128, 1.80909450877;"{""type"": ""Point"", ""coordinates"": [1.809094508773784, 48.96334411275807]}";47882;EPONE-MEZIERES;ÉPÔNE MÉZIÈRES;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;561382.144;140465.366
48.9925919556, 1.91353050671;"{""type"": ""Point"", ""coordinates"": [1.913530506709514, 48.992591955638225]}";47881;LES MUREAUX;LES MUREAUX;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;569047.047;143669.401
48.9332654061, 2.04107228968;"{""type"": ""Point"", ""coordinates"": [2.041072289675926, 48.93326540612854]}";47874;POISSY;POISSY;Train / RER;1;1;1;0;0;0;0;RER_A;0;RER_A;0;0;0;0;SNCF;1;1;578354.113;137027.743
48.9457959345, 2.1445587568;"{""type"": ""Point"", ""coordinates"": [2.144558756800802, 48.945795934518046]}";43155;MAISONS-LAFFITTE;MAISONS-LAFFITTE;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;585939.468;138396.567
48.9377360634, 2.1570864951;"{""type"": ""Point"", ""coordinates"": [2.157086495104963, 48.937736063405]}";43191;SARTROUVILLE;SARTROUVILLE;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;586854.928;137498.041
48.8542517026, 2.13213244527;"{""type"": ""Point"", ""coordinates"": [2.132132445266081, 48.85425170259348]}";47790;BOUGIVAL;BOUGIVAL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;585001.634;128219.239
48.6857136282, 2.31762640359;"{""type"": ""Point"", ""coordinates"": [2.317626403589137, 48.68571362817148]}";47934;GRAVIGNY-BALIZY;GRAVIGNY BALIZY;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;598608.498;109457.419
48.6539697584, 2.39617681109;"{""type"": ""Point"", ""coordinates"": [2.39617681109197, 48.65396975837524]}";43132;GRIGNY-CENTRE;GRIGNY CENTRE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;604394.9;105929.0
48.751023276, 2.21586085326;"{""type"": ""Point"", ""coordinates"": [2.215860853257887, 48.7510232759923]}";43091;BIEVRES;BIÈVRES;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;591127.233;116726.897
48.7083664326, 2.4143588798;"{""type"": ""Point"", ""coordinates"": [2.414358879800508, 48.7083664325953]}";45735;VIGNEUX-SUR-SEINE;VIGNEUX-SUR-SEINE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;605728.256;111979.218
48.6952641221, 2.15164203998;"{""type"": ""Point"", ""coordinates"": [2.151642039982194, 48.69526412211767]}";47046;LA HACQUINIERE;LA HACQUINIÈRE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;586389.768;110536.036
48.6962527469, 2.16437824279;"{""type"": ""Point"", ""coordinates"": [2.16437824278855, 48.69625274691505]}";43103;BURES-SUR-YVETTE;BURES-SUR-YVETTE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;587327.605;110643.747
48.5328901041, 2.29008251383;"{""type"": ""Point"", ""coordinates"": [2.290082513828219, 48.53289010414424]}";47905;BOURAY;BOURAY;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;596569.896;92463.958
48.4936445785, 2.19458169917;"{""type"": ""Point"", ""coordinates"": [2.194581699172116, 48.493644578487505]}";43081;ETRECHY;ÉTRÉCHY;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;589508.424;88108.569
48.7953838374, 2.51342330089;"{""type"": ""Point"", ""coordinates"": [2.513423300890402, 48.79538383742462]}";43146;LA VARENNE-CHENNEVIERES;LA VARENNE-CHENNEVIÈRES;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;612996.308;121667.942
48.8248485695, 2.51185555481;"{""type"": ""Point"", ""coordinates"": [2.51185555481306, 48.82484856950445]}";58267;LES BOULLEREAUX-CHAMPIGNY;LES BOULLEREAUX CHAMPIGNY;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;612873.521;124944.159
48.8699124183, 2.48576114198;"{""type"": ""Point"", ""coordinates"": [2.485761141983895, 48.869912418292635]}";47877;ROSNY-SOUS-BOIS;ROSNY-SOUS-BOIS;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;610947.671;129951.15
48.894012515, 2.47979332996;"{""type"": ""Point"", ""coordinates"": [2.479793329961401, 48.89401251501928]}";43096;BONDY;BONDY;RER / Tramway;1;0;1;0;1;0;0;0;0;0;0;T4;0;0;SNCF;0;1;610504.808;132630.239
48.8139890511, 2.39168697167;"{""type"": ""Point"", ""coordinates"": [2.391686971673029, 48.81398905111015]}";46366;IVRY-SUR-SEINE;IVRY-SUR-SEINE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;604051.132;123723.09
48.8002094001, 2.40271281716;"{""type"": ""Point"", ""coordinates"": [2.402712817160934, 48.80020940014327]}";46375;VITRY-SUR-SEINE;VITRY-SUR-SEINE;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;604862.206;122191.434
48.8564199914, 2.21657223779;"{""type"": ""Point"", ""coordinates"": [2.216572237792291, 48.85641999136021]}";44979;LE VAL-D'OR;LE VAL D'OR;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;591198.255;128446.981
48.8717141866, 2.22102954777;"{""type"": ""Point"", ""coordinates"": [2.221029547771898, 48.871714186642514]}";43205;SURESNES-MONT VALERIEN;SURESNES MONT VALÉRIEN;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;591527.935;130147.19
48.909632934, 2.23968411711;"{""type"": ""Point"", ""coordinates"": [2.23968411711448, 48.90963293402526]}";47412;LA GARENNE-COLOMBES;LA GARENNE-COLOMBES;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;592901.776;134361.84
48.9321960051, 2.49551314123;"{""type"": ""Point"", ""coordinates"": [2.495513141228173, 48.932196005056994]}";43071;AULNAY-SOUS-BOIS;AULNAY-SOUS-BOIS;Train / RER / Tramway;1;1;1;0;1;0;0;0;0;0;0;T4;0;0;SNCF;1;1;611648.48;136878.547
48.9360306059, 2.34527468468;"{""type"": ""Point"", ""coordinates"": [2.345274684679064, 48.93603060594017]}";43197;SAINT-DENIS;ST-DENIS;Train / RER / Tramway;1;1;1;0;1;0;0;0;0;0;0;0;0;0;RATP/SNCF;1;1;600641.123;137292.743
48.5291489677, 3.25536815138;"{""type"": ""Point"", ""coordinates"": [3.255368151383783, 48.52914896772324]}";47171;SAINTE-COLOMBE-SEPTVEILLES;STE-COLOMBE SEPTVEILLES;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;667864.7;92460.9
49.0141336895, 2.07830659133;"{""type"": ""Point"", ""coordinates"": [2.078306591330212, 49.0141336894787]}";47879;NEUVILLE UNIVERSITE;NEUVILLE UNIVERSITÉ;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;581112.887;146010.247
49.0478762034, 2.01099976;"{""type"": ""Point"", ""coordinates"": [2.010999760003633, 49.047876203368986]}";43104;CERGY LE HAUT;CERGY LE HAUT;Train / RER;1;1;1;0;0;0;0;TRAIN_L / RER_A;TRAIN_L;RER_A;0;0;0;0;SNCF;1;1;576206.008;149781.503
48.7296473558, 2.36001341286;"{""type"": ""Point"", ""coordinates"": [2.360013412858126, 48.72964735584993]}";42164;AEROPORT D'ORLY - TERMINAL OUEST;Aéroport Orly Ouest;Navette;0;0;0;0;0;1;1;0;0;0;0;0;ORLYVAL;ORLYVAL;RATP;0;1;601727.918;114342.997
49.0339876363, 2.12826387256;"{""type"": ""Point"", ""coordinates"": [2.128263872556192, 49.03398763626152]}";43150;SAINT-OUEN-L'AUMONE-LIESSE;ST-OUEN-L'AUMÔNE LIESSE;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;584773.093;148206.682
48.9032046155, 2.07297145657;"{""type"": ""Point"", ""coordinates"": [2.072971456565674, 48.903204615452346]}";43200;SAINT-GERMAIN-GRANDE-CEINTURE;ST-GERMAIN GRANDE CEINTURE;Train;1;1;0;0;0;0;0;TRAIN_L;TRAIN_L;0;0;0;0;0;SNCF;0;1;580679.454;133676.303
48.827270836, 2.36803264776;"{""type"": ""Point"", ""coordinates"": [2.368032647756258, 48.82727083603918]}";44217;OLYMPIADES;Olympiades;Metro;0;0;0;1;0;0;0;0;0;0;M14;0;0;0;RATP;1;1;602313.351;125199.035
48.9150967438, 1.50534780686;"{""type"": ""Point"", ""coordinates"": [1.5053478068634, 48.91509674377576]}";411354;GILLES-GUAINVILLE;GILLES-GUAINVILLE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;539083.469;135301.268
48.2746323892, 1.62149862568;"{""type"": ""Point"", ""coordinates"": [1.621498625683964, 48.274632389234334]}";411449;VOVES;VOVES;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;546919.759;63995.375
48.3240522735, 3.13113953462;"{""type"": ""Point"", ""coordinates"": [3.131139534624334, 48.32405227351445]}";411461;CHAMPIGNY-SUR-YONNE;CHAMPIGNY-SUR-YONNE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;658930.195;69550.09
48.0851844953, 3.28625649812;"{""type"": ""Point"", ""coordinates"": [3.286256498120254, 48.08518449534472]}";411476;VILLENEUVE-SUR-YONNE;VILLENEUVE-SUR-YONNE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;670768.256;43121.069
49.0184202918, 1.14900354805;"{""type"": ""Point"", ""coordinates"": [1.149003548045683, 49.018420291784054]}";411365;EVREUX;EVREUX;Train;1;1;0;0;0;0;0;GL;GL;0;0;0;0;0;SNCF;0;0;513150.118;147139.52
48.73095467, 1.36997423412;"{""type"": ""Point"", ""coordinates"": [1.369974234117775, 48.73095466998517]}";411492;DREUX;DREUX;Train;1;1;0;0;0;0;0;TRAIN_N;TRAIN_N;0;0;0;0;0;SNCF;0;0;528899.581;114944.639
49.1477195074, 2.27782319472;"{""type"": ""Point"", ""coordinates"": [2.277823194715859, 49.147719507421584]}";43178;PERSAN-BEAUMONT;PERSAN-BEAUMONT;Train;1;1;0;0;0;0;0;TRAIN_H;TRAIN_H;0;0;0;0;0;SNCF;1;1;595718.082;160834.377
49.0910734513, 2.20182348425;"{""type"": ""Point"", ""coordinates"": [2.201823484249898, 49.09107345129168]}";47588;VALMONDOIS;VALMONDOIS;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;590162.799;154542.409
49.0776990464, 2.20544672821;"{""type"": ""Point"", ""coordinates"": [2.205446728206942, 49.07769904643273]}";47585;MERIEL;MÉRIEL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;590424.814;153054.695
49.0758428848, 2.02495293138;"{""type"": ""Point"", ""coordinates"": [2.024952931375388, 49.07584288482138]}";46801;BOISSY-L'AILLERIE;BOISSY L'AILLERIE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;577238.777;152887.076
48.8189478001, 2.22980800647;"{""type"": ""Point"", ""coordinates"": [2.229808006466414, 48.818947800056]}";43088;BELLEVUE;BELLEVUE;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;592163.536;124278.592
48.770721989, 2.31020545193;"{""type"": ""Point"", ""coordinates"": [2.310205451934639, 48.77072198901749]}";43177;PARC-DE-SCEAUX;PARC DE SCEAUX;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;598065.431;118910.609
48.7549465255, 2.30098685437;"{""type"": ""Point"", ""coordinates"": [2.30098685437475, 48.75494652552317]}";43066;ANTONY;ANTONY;RER / Navette;1;0;1;0;0;1;1;0;0;0;0;0;ORLYVAL;ORLYVAL;RATP;1;1;597386.996;117156.643
48.7396810434, 2.28766749681;"{""type"": ""Point"", ""coordinates"": [2.287667496810608, 48.739681043438026]}";43228;LES BACONNETS;LES BACONNETS;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;596406.556;115459.661
48.7933362963, 2.32220163639;"{""type"": ""Point"", ""coordinates"": [2.322201636392532, 48.79333629625165]}";45960;BAGNEUX;BAGNEUX;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;598947.682;121425.1
48.8626624517, 2.30098996393;"{""type"": ""Point"", ""coordinates"": [2.300989963934816, 48.8626624516625]}";415091;PONT DE L'ALMA;PONT DE L'ALMA;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;597392.93;129134.736
48.8773496006, 2.28379555701;"{""type"": ""Point"", ""coordinates"": [2.28379555701364, 48.87734960059361]}";44533;PORTE MAILLOT;PORTE MAILLOT;RER / Metro;1;0;1;1;0;0;0;0;0;0;0;0;0;0;RATP/SNCF;0;1;596132.561;130768.699
48.8437202616, 2.46370803804;"{""type"": ""Point"", ""coordinates"": [2.463708038038903, 48.84372026160052]}";47238;FONTENAY-SOUS-BOIS;FONTENAY-SOUS-BOIS;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;609334.81;127035.611
48.8186764099, 2.3197403133;"{""type"": ""Point"", ""coordinates"": [2.319740313298555, 48.818676409912605]}";45904;MAIRIE DE MONTROUGE;Mairie de Montrouge;Metro;0;0;0;1;0;0;0;0;0;0;M4;0;0;0;RATP;1;1;598767.49;124242.979
48.9421254547, 2.35672974102;"{""type"": ""Point"", ""coordinates"": [2.356729741020992, 48.94212545472155]}";58637;BAUDELAIRE;Baudelaire;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;601480.142;137970.653
48.9774930898, 2.37224292378;"{""type"": ""Point"", ""coordinates"": [2.372242923782252, 48.977493089768736]}";59018;CHOLETTES;Cholettes;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;602614.658;141903.969
48.9736590133, 2.36605171557;"{""type"": ""Point"", ""coordinates"": [2.366051715572289, 48.973659013338214]}";58640;BUTTE PINSON;Butte pinson;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;602161.633;141477.423
48.9591210982, 2.35874250451;"{""type"": ""Point"", ""coordinates"": [2.358742504513922, 48.95912109820681]}";50686;SUZANNE VALADON;Suzanne Valadon;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;601627.033;139860.618
48.9555763482, 2.35832285596;"{""type"": ""Point"", ""coordinates"": [2.358322855962918, 48.95557634820029]}";58638;JONCHEROLLES;Joncherolles;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;1;1;601596.416;139466.431
48.7340881621, 2.37125037617;"{""type"": ""Point"", ""coordinates"": [2.371250376169579, 48.734088162149874]}";58782;COEUR D'ORLY;Coeur d'Orly;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;602554.333;114837.138
48.7789363933, 2.36740586388;"{""type"": ""Point"", ""coordinates"": [2.367405863875879, 48.77893639325268]}";42882;DOMAINE CHERIOUX;Domaine Chérioux;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;602269.509;119824.185
48.771855313, 2.36782513876;"{""type"": ""Point"", ""coordinates"": [2.36782513876049, 48.771855312958124]}";47693;MOULIN VERT;Moulin Vert;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;602300.647;119036.775
48.7626477689, 2.36699185841;"{""type"": ""Point"", ""coordinates"": [2.366991858413975, 48.76264776887282]}";58784;AUGUSTE PERRET;Auguste Perret;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;602239.81;118012.862
48.7595882219, 2.36624748402;"{""type"": ""Point"", ""coordinates"": [2.366247484021175, 48.759588221928354]}";47421;PORTE DE THIAIS;Porte de Thiais;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;602185.22;117672.616
48.7528113593, 2.36195215201;"{""type"": ""Point"", ""coordinates"": [2.361952152006442, 48.752811359266644]}";57491;PLACE DE LA LOGISTIQUE;Place de la logistique;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;601869.678;116918.906
49.1873335365, 2.45952008111;"{""type"": ""Point"", ""coordinates"": [2.459520081112193, 49.1873335365493]}";411428;CHANTILLY-GOUVIEUX;CHANTILLY GOUVIEUX;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;0;608965.248;165245.086
